id_solicitud;numero;fecha;id_cliente;id_persona;id_cultivo;id_dirpais;id_dirprovincia;id_dircanton;id_dirdistrito;id_dirbarrio;otras_senas;id_laboratorio;entrega;area_muestreada;edadcultivo;coordenadax;coordenaday;observaciones;estado;id_moneda;exento;id_access;id_categoria;responsable;id_cliente_subcliente
1;93267;2025-01-06 08:30:26;2;6;0;1;1;5;37;0;;9;0;;;;;;1;1;0;285787;1;15572;0
2;93274;2025-01-06 11:21:21;4;6;0;1;2;25;163;0;;9;0;;;;;;1;1;0;285794;1;2222;0
3;93281;2025-01-06 14:22:53;1;378;0;1;5;55;335;0;;9;0;;;;;Ciente solicita firma digital en reportes.;1;1;0;285801;1;5259;13302
4;93283;2025-01-06 14:42:29;3;6;0;1;2;22;0;0;;9;0;;;;;;1;1;0;285803;1;15080;0
5;93301;2025-01-07 11:20:05;1;6;0;1;4;52;0;0;;9;0;;;;;;1;1;0;285821;1;2752;0
6;93309;2025-01-08 08:14:38;4;6;0;1;4;47;0;0;;9;0;;;;;;1;1;0;285829;1;11682;0
7;93318;2025-01-08 15:25:27;3;6;0;1;2;30;195;0;;9;0;;;;;;1;1;0;285838;1;7199;0
8;93327;2025-01-09 13:35:22;2;378;0;1;5;55;335;3929;;9;0;;;;;;1;1;0;285847;1;13412;0
9;93347;2025-01-10 10:37:48;2;378;0;1;2;29;194;0;;9;0;;;;;Agrícola Mayan de Orotina, S.A. #2025OT000028. Sub cliente: Tecnosoluciones Integrales;1;1;0;285867;1;2227;13316
10;93352;2025-01-10 11:05:14;2;6;0;1;6;75;447;0;;9;0;;;;;"P1 - Tacotal   9,865162°N / -84,663147°O
P2 - Charral   9,861474°N / -84,660766°O";1;1;0;285872;1;5931;0
11;93368;2025-01-10 13:23:37;3;6;0;1;3;36;243;0;;9;0;;;;;;1;1;0;285888;1;11423;0
12;93385;2025-01-14 08:45:51;5;6;0;1;7;0;0;0;;9;0;;;;;Enviar reporte a Kevin Alvarado Villegas kalvarado@freshdelmonte.com;1;1;1;285905;10;15601;13321
13;93386;2025-01-14 08:49:35;1;6;0;1;7;0;0;0;;9;0;;;;;Enviar reporte a Kevin Alvarado Villegas kalvarado@freshdelmonte.com;1;1;1;285906;10;15601;13321
14;93401;2025-01-14 14:25:02;1;378;0;1;1;19;0;0;;9;0;;;;;;1;1;0;285921;1;7078;0
15;93405;2025-01-15 08:33:18;5;6;0;1;6;75;446;5957;;9;0;;;;;*CON FIRMA DIGITAL;1;1;0;285925;1;5259;13322
16;93459;2025-01-20 10:35:01;4;6;0;1;1;7;51;0;;9;0;;;;;;1;1;0;285979;1;15400;0
17;93463;2025-01-20 13:45:54;3;378;0;1;5;58;355;0;;9;0;;;;;;1;1;0;285983;1;15619;13339
18;93476;2025-01-21 11:23:40;1;6;0;1;5;56;0;0;;9;0;;;;;;1;1;0;285996;1;2525;0
19;93481;2025-01-22 10:04:21;1;6;0;1;6;75;446;5958;;9;0;;;;;;1;1;0;286001;1;13193;0
20;93487;2025-01-22 11:09:17;2;6;0;1;2;34;0;0;;9;0;;;;;;1;1;0;286007;1;2156;13342
21;93489;2025-01-22 11:13:23;4;6;0;1;7;81;474;0;;9;0;;;;;;1;1;0;286009;1;2156;13343
22;93491;2025-01-22 11:19:12;1;6;0;1;7;81;474;0;;9;0;;;;;;1;1;0;286011;1;2156;13344
23;93493;2025-01-22 11:22:16;3;6;0;1;7;81;474;0;;9;0;;;;;;1;1;0;286013;1;2156;13345
24;93499;2025-01-22 13:43:13;4;378;0;1;2;32;0;0;SARCHI;9;0;;;;;;1;1;0;286019;1;12537;0
25;93517;2025-01-23 15:29:27;2;378;0;1;6;69;424;0;;9;0;;;;;;1;1;0;286037;1;12975;0
26;93528;2025-01-24 10:41:16;3;6;0;1;2;25;0;0;;9;0;;;;;;1;1;0;286048;1;13193;0
27;93532;2025-01-24 11:41:46;2;6;0;1;7;77;451;0;;9;0;;;;;;1;1;0;286052;1;15626;0
28;93552;2025-01-27 13:28:39;2;378;0;1;5;59;0;0;;9;0;;;;;;1;1;0;286072;1;15275;0
29;93568;2025-01-28 14:03:51;3;378;0;1;6;72;436;5692;;9;0;;;;;;1;1;0;286088;1;15620;0
30;93577;2025-01-28 15:29:58;2;6;0;1;7;81;474;0;;9;0;;;;;;1;1;0;286097;1;2156;13363
31;93579;2025-01-28 15:57:42;4;6;0;1;3;42;0;0;;9;0;;;;;;1;1;0;286099;1;2156;11763
32;93582;2025-01-28 16:16:57;2;6;0;1;3;42;0;0;;9;0;;;;;;1;1;0;286102;1;2156;13364
33;93594;2025-01-29 14:09:24;4;378;0;1;7;77;453;0;;9;0;;;;;;1;1;0;286114;1;5221;0
34;93610;2025-01-30 10:14:20;5;6;0;1;5;58;355;4346;;9;0;;;;;*En la lista enviada viene dos veces el Id. 72511, pero viene solamente 1 m. y viene otra muestra con el Id.72082. Se confirma con Esteban. Por error digitaron 2 veces el mismo código y no anotaron el Id. 72082.;1;1;0;286130;1;15637;13369
35;93612;2025-01-30 10:37:02;2;6;0;1;5;58;355;4346;;9;0;;;;;*En la muestra dice 90257 se habla con Esteban y confirma que el Id. es 90275.;1;1;0;286132;1;15637;13369
36;93638;2025-01-31 10:12:18;3;6;0;3;0;0;0;0;;9;0;;;;;;1;2;0;286158;1;14700;0
37;93686;2025-02-05 15:17:25;1;378;0;1;0;0;0;0;;9;0;;;;;;1;1;0;286206;1;10692;0
38;93710;2025-02-07 08:33:54;5;6;0;1;4;46;299;0;;9;0;;;;;;1;1;0;286230;1;11682;0
39;93719;2025-02-07 10:28:47;4;6;0;1;2;21;127;1642;;9;0;;;;;;1;1;0;286239;1;11529;0
40;93749;2025-02-10 13:33:58;4;6;0;1;1;7;47;0;;9;0;;;;;;1;1;0;286269;6;2787;13398
41;93750;2025-02-10 13:52:53;5;6;0;1;1;7;47;0;;9;0;;;;;;1;1;0;286270;6;2787;13398
42;93752;2025-02-10 14:20:43;2;378;0;1;5;58;356;0;;9;0;;;;;;1;1;0;286272;1;2752;0
43;93771;2025-02-11 10:41:28;1;6;0;1;2;29;190;0;;9;0;;;;;;1;1;0;286291;1;2132;0
44;93779;2025-02-11 13:54:40;4;378;0;1;6;72;435;0;CAÑAS GORDAS;9;0;;;;;;1;1;0;286299;1;4212;0
45;93790;2025-02-12 11:10:00;5;6;0;1;7;78;463;6385;;9;0;;;;;;1;1;0;286310;1;13155;0
46;93791;2025-02-12 12:01:30;1;6;0;1;1;7;47;0;;9;0;;;;;Se anula la M-#7 - Id. RN-2025-260;1;1;0;286311;6;2787;13398
47;93792;2025-02-12 12:01:55;2;6;0;1;1;7;47;0;;9;0;;;;;;1;1;0;286312;6;2787;13398
48;93802;2025-02-13 09:18:06;2;6;0;1;1;6;41;0;;9;0;;;;;;1;1;1;286322;6;10964;0
49;93803;2025-02-13 09:18:52;3;6;0;1;1;12;80;0;;9;0;;;;;;1;1;1;286323;6;10964;0
50;93835;2025-02-14 09:19:42;5;6;0;1;5;57;0;0;;9;0;;;;;;1;1;0;286355;1;6915;0
51;93855;2025-02-14 13:54:24;5;6;0;1;2;21;132;0;;9;0;;;;;;1;1;0;286375;1;5259;13412
52;93870;2025-02-14 16:10:56;5;6;0;1;1;15;0;0;;9;0;;;;;;1;1;0;286390;1;15690;0
53;93881;2025-02-17 14:05:38;1;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;286401;1;15619;13339
54;93907;2025-02-19 15:18:02;2;6;0;1;6;71;432;0;;9;0;;;;;;1;1;0;286427;1;15305;0
55;93909;2025-02-19 15:21:13;4;6;0;1;6;71;433;0;;9;0;;;;;;1;1;0;286429;1;15305;0
56;93911;2025-02-19 16:01:45;1;6;0;1;5;54;0;0;;9;0;;;;;;1;1;0;286431;6;15708;0
57;93973;2025-02-21 14:52:15;3;378;0;1;1;7;53;0;;9;0;;;;;;1;1;0;286493;6;2787;13398
58;93988;2025-02-24 09:50:28;3;378;0;1;3;41;0;0;;9;0;;;;;;1;1;0;286508;1;6589;0
59;93994;2025-02-24 15:41:37;4;378;0;1;2;21;132;0;;9;0;;;;;;1;1;0;286514;1;5259;0
60;94034;2025-02-27 11:28:36;4;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;286554;1;15637;0
61;94042;2025-02-27 13:48:24;2;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;286562;1;15637;0
62;94050;2025-02-27 14:43:58;5;6;0;1;1;20;0;0;;9;0;;;;;;1;1;1;286570;6;10964;0
63;94074;2025-02-28 14:01:10;4;378;0;1;1;19;109;0;;9;0;;;;;;1;1;1;286594;6;10964;13463
64;94080;2025-02-28 15:16:01;5;378;0;1;5;59;0;0;;9;0;;;;;;1;1;0;286600;1;7216;0
65;94105;2025-03-03 14:11:30;5;6;0;1;2;23;0;0;;9;0;;;;;;1;1;0;286625;1;2156;13470
66;94107;2025-03-03 14:31:09;2;6;0;1;5;58;0;0;;9;0;;;;;;1;1;0;286627;1;2156;13472
67;94133;2025-03-06 09:25:33;3;6;0;1;1;0;0;0;;9;0;;;;;;1;1;0;286653;1;15646;0
68;94138;2025-03-06 11:10:25;3;6;0;1;6;65;391;0;;9;0;;;;;;1;1;0;286658;1;7216;0
69;94187;2025-03-10 13:11:18;2;6;0;1;2;33;220;0;;9;0;;;;;Enviar reporte a francini.porras@ucr.ac.cr;1;1;1;286707;10;12491;0
70;94193;2025-03-10 13:57:47;3;6;0;1;1;11;73;835;;9;0;;;;;;1;1;0;286713;1;10874;0
71;94201;2025-03-11 12:08:21;1;6;0;1;5;58;357;4364;;9;0;;;;;;1;1;0;286721;1;11529;0
72;94210;2025-03-11 13:56:20;5;378;0;1;1;11;0;0;;9;0;;;;;;1;1;0;286730;1;10874;0
73;94231;2025-03-12 09:49:45;1;6;0;1;2;30;200;0;;9;0;;;;;;1;1;0;286751;1;6915;0
74;94243;2025-03-12 13:19:44;3;6;0;1;6;0;0;0;;9;0;;;;;;1;1;0;286763;1;15773;0
75;94283;2025-03-14 10:17:55;3;6;0;1;1;9;61;0;;9;0;;;;;;1;1;0;286803;1;13148;0
76;94287;2025-03-14 10:59:50;2;6;0;1;1;0;0;0;;9;0;;;;;;1;1;0;286807;1;13188;0
77;94315;2025-03-17 13:07:28;5;6;0;1;1;11;76;0;;9;0;;;;;;1;1;0;286835;1;10874;0
78;94328;2025-03-18 09:20:31;3;6;0;1;5;59;0;0;;9;0;;;;;;1;1;0;286848;6;5550;13530
79;94335;2025-03-18 14:20:58;5;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;286855;1;15637;0
80;94338;2025-03-18 14:57:44;3;6;0;1;5;58;355;0;;9;0;;;;;"*Vienen dos muestras con el mismo código
**En la lista viene como 67611.";1;1;0;286858;1;15637;0
81;94340;2025-03-18 15:24:32;5;378;0;1;2;0;0;0;;9;0;;;;;;1;1;0;286860;1;10692;0
82;94342;2025-03-18 15:42:38;2;6;0;1;5;58;355;0;;9;0;;;;;*Vienen 2 m con el mismo código.;1;1;0;286862;1;15637;0
83;94351;2025-03-19 09:24:03;1;6;0;1;5;58;355;0;;9;0;;;;;* Estas muestras están repetidas. Cód.87251 registrada también en la sol.94337(S-2653) y Cód.87051 registrada también en sol.94341 (S-2696).;1;1;0;286871;1;15637;0
84;94360;2025-03-19 14:01:42;5;6;0;1;2;23;157;1973;;9;0;;;;;;1;1;0;286880;1;2222;0
85;94366;2025-03-20 13:35:59;1;378;0;1;7;77;452;0;;9;0;;;;;;1;1;0;286886;1;4696;0
86;94383;2025-03-20 16:01:41;3;378;0;1;1;1;9;147;;9;0;;;;;OJO  En el detalle de la factura, favor indicar lo siguiente: CC 23-001-021 (VER CORREO);1;1;0;286903;1;15799;0
87;94391;2025-03-21 10:34:41;1;6;0;1;5;0;0;0;;9;0;;;;;;1;1;0;286911;1;13193;0
88;94410;2025-03-24 08:19:40;5;6;0;1;3;42;0;0;;9;0;;;;;;1;1;0;286930;1;5642;0
89;94424;2025-03-25 09:01:37;4;6;0;1;2;28;187;2160;;9;0;;;;;;1;1;0;286944;1;15800;0
90;94467;2025-03-26 15:59:54;2;378;0;1;5;58;355;0;;9;0;;;;;;1;1;0;286987;1;15619;13339
91;94477;2025-03-27 10:59:04;2;6;0;1;6;73;441;0;;9;0;;;;;;1;1;0;286997;1;3162;0
92;94515;2025-03-28 08:20:22;5;6;0;1;1;2;14;0;;9;0;;;;;;1;1;0;287035;1;5259;13583
93;94516;2025-03-28 08:31:59;1;6;0;1;5;58;357;0;;9;0;;;;;;1;1;0;287036;1;5259;13584
94;94526;2025-03-28 15:46:48;1;6;0;1;5;0;0;0;;9;0;;;;;;1;1;0;287046;1;15835;0
95;94528;2025-03-31 08:07:12;3;6;0;1;5;64;387;0;;9;0;;;;;;1;1;0;287048;1;13193;0
96;94532;2025-03-31 10:19:30;2;6;0;1;1;19;109;1362;;9;0;;;;;;1;1;1;287052;6;10964;13588
97;94534;2025-03-31 10:34:11;4;6;0;1;4;53;327;3787;;9;0;;;;;;1;1;0;287054;1;15837;0
98;94552;2025-04-01 09:46:09;2;6;0;1;5;64;0;0;;9;0;;;;;;1;1;1;287072;6;15846;0
99;94567;2025-04-01 15:49:53;2;378;0;1;0;0;0;0;;9;0;;;;;;1;1;0;287087;1;10692;0
100;94569;2025-04-02 11:05:11;4;6;0;1;1;3;17;0;;9;0;;;;;;1;1;0;287089;1;5355;0
101;94591;2025-04-02 14:39:16;1;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287111;1;15619;13339
102;94624;2025-04-03 15:38:35;4;6;0;1;2;21;124;0;;9;0;;;;;;1;1;0;287144;6;5550;13599
103;94644;2025-04-04 13:18:37;4;378;0;1;7;76;449;0;;9;0;;;;;;1;1;0;287164;1;11819;0
104;94659;2025-04-07 12:07:53;4;6;0;1;2;30;200;0;;9;0;;;;;;1;1;0;287179;1;12020;0
105;94663;2025-04-07 15:50:13;3;6;0;1;4;44;289;0;;9;0;;;;;;1;1;0;287183;1;12975;0
106;94687;2025-04-08 11:32:50;2;6;0;1;5;62;0;0;;9;0;;;;;;1;1;0;287207;1;2156;13631
107;94695;2025-04-08 14:20:07;5;378;0;1;2;23;154;0;;9;0;;;;;"Ojo!!: De cada muestra el cliente aporta una bolsa de material adicional disturbada, a solicitud de Manuel Camacho para investigación. Total 12 bolsas de muestra disturbada.
Cliente solicita guardar las bolsas plásticas y los cilindros.";1;1;0;287215;1;14222;0
108;94704;2025-04-09 09:25:53;4;6;0;1;1;19;109;1368;;9;0;;;;;;1;1;1;287224;6;10964;0
109;94725;2025-04-10 11:01:22;5;6;0;1;1;11;0;0;;9;0;;;;;;1;1;0;287245;6;13616;12791
110;94729;2025-04-10 12:08:28;4;6;0;1;1;20;119;1548;;9;0;;;;;;1;2;1;287249;1;15742;13464
111;94755;2025-04-21 13:55:23;5;6;0;1;3;39;259;0;;9;0;;;;;;1;1;0;287275;1;4064;0
112;94775;2025-04-22 15:31:39;5;378;0;1;6;75;446;0;;9;0;;;;;;1;1;0;287295;1;5259;13654
113;94784;2025-04-23 13:09:26;4;378;0;1;3;40;0;0;;9;0;;;;;;1;1;0;287304;1;15074;0
114;94787;2025-04-23 14:48:08;2;378;0;1;5;58;355;0;;9;0;;;;;* (Etiqueta por correo).;1;1;0;287307;1;15637;0
115;94789;2025-04-23 15:17:18;4;378;0;1;5;58;355;0;;9;0;;;;;*Se guarda Id de las muestras;1;1;0;287309;1;15637;0
116;94791;2025-04-23 15:41:59;1;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287311;1;15637;0
117;94793;2025-04-23 16:23:07;3;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287313;1;15637;0
118;94795;2025-04-23 16:50:36;5;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287315;1;15637;0
119;94797;2025-04-24 08:18:52;2;6;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287317;1;15637;0
120;94807;2025-04-24 11:03:55;2;378;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287327;1;15637;0
121;94809;2025-04-24 11:38:24;4;378;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287329;1;15637;0
122;94811;2025-04-24 12:01:04;1;378;0;1;2;23;154;0;;9;0;;;;;"Ojo!!: De cada muestra el cliente aporta una bolsa de material adicional disturbada, a solicitud de Manuel Camacho para investigación. Total 12 bolsas de muestra disturbada.
Cliente solicita guardar las bolsas plásticas y los cilindros.";1;1;0;287331;1;14222;0
123;94836;2025-04-25 09:25:33;1;6;0;1;3;40;261;0;;9;0;;;;;;1;1;0;287356;1;6915;0
124;94872;2025-04-29 10:47:11;2;6;0;1;6;66;0;0;;9;0;;;;;;1;1;0;287392;1;15906;0
125;94889;2025-04-30 08:23:02;4;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;287409;1;13079;13671
126;94891;2025-04-30 08:28:06;1;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;287411;1;13079;13671
127;94893;2025-04-30 08:31:35;3;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;287413;1;13079;13671
128;94895;2025-04-30 08:35:08;5;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;287415;1;13079;13671
129;94897;2025-04-30 08:38:35;2;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;287417;1;13079;13671
130;94899;2025-04-30 08:41:00;4;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;287419;1;13079;13671
131;94901;2025-04-30 08:45:21;1;6;0;1;5;58;356;4356;;9;0;;;;;;1;1;0;287421;1;13079;13671
132;94903;2025-04-30 09:28:14;3;6;0;1;5;58;357;4370;;9;0;;;;;;1;1;0;287423;1;13079;13672
133;94905;2025-04-30 09:34:22;5;6;0;1;5;58;357;4370;;9;0;;;;;;1;1;0;287425;1;13079;13672
134;94907;2025-04-30 09:38:32;2;6;0;1;5;58;357;4370;;9;0;;;;;;1;1;0;287427;1;13079;13672
135;94909;2025-04-30 09:42:00;4;6;0;1;5;58;357;4370;;9;0;;;;;;1;1;0;287429;1;13079;13672
136;94911;2025-04-30 09:45:19;1;6;0;1;5;58;357;4370;;9;0;;;;;;1;1;0;287431;1;13079;13672
137;94914;2025-04-30 09:52:16;4;6;0;1;5;58;357;4370;;9;0;;;;;;1;1;0;287434;1;13079;13673
138;94916;2025-04-30 09:56:26;1;6;0;1;5;56;344;4155;;9;0;;;;;;1;1;0;287436;1;13079;13674
139;94918;2025-04-30 10:01:09;3;6;0;1;6;69;423;5345;;9;0;;;;;;1;1;0;287438;1;13079;13675
140;94925;2025-04-30 11:14:37;5;378;0;1;2;21;129;0;;9;0;;;;;;1;1;0;287445;1;15912;0
141;94945;2025-05-02 10:17:11;5;6;0;1;7;79;466;6441;;9;0;;;;;;1;1;0;287465;1;15748;0
142;94949;2025-05-02 11:17:43;4;6;0;1;6;73;441;0;;9;0;;;;;+En la muestra el código dice Br94-5Co-B. Se toma foto de la muestra;1;1;0;287469;1;3162;0
143;94951;2025-05-02 11:38:45;1;6;0;1;6;73;441;0;;9;0;;;;;;1;1;0;287471;1;15036;0
144;94953;2025-05-02 11:47:09;3;6;0;1;1;19;116;1519;;9;0;;;;;;1;1;1;287473;6;15741;0
145;94955;2025-05-02 11:56:16;5;6;0;1;6;72;436;0;;9;0;;;;;;1;1;1;287475;6;15741;0
146;94957;2025-05-02 12:01:19;2;6;0;1;6;71;433;0;;9;0;;;;;;1;1;1;287477;6;15741;0
147;94973;2025-05-02 14:02:32;3;6;0;3;0;0;0;0;;9;0;;;;;OJO: REPORTE POR PRODUCTOR;1;2;0;287493;1;14700;0
148;94983;2025-05-05 10:24:45;3;6;0;1;5;56;0;0;;9;0;;;;;;1;1;0;287503;1;13338;0
149;94996;2025-05-05 13:26:28;1;6;0;1;4;44;289;0;;9;0;;;;;;1;1;0;287516;1;10874;0
150;95003;2025-05-06 09:36:29;3;6;0;1;2;30;0;0;;9;0;;;;;;1;1;0;287523;1;15929;0
151;95027;2025-05-07 11:43:31;2;378;0;1;3;36;237;2905;;9;0;;;;;;1;1;0;287547;6;15949;13693
152;95028;2025-05-07 13:59:13;3;378;0;1;5;58;355;0;;9;0;;;;;;1;1;0;287548;1;15619;13339
153;95030;2025-05-07 14:09:20;5;6;0;1;7;81;0;0;;9;0;;;;;;1;1;0;287550;1;10692;0
154;95032;2025-05-07 14:13:04;2;6;0;1;6;65;0;0;;9;0;;;;;;1;1;0;287552;1;10692;0
155;95039;2025-05-07 15:22:10;4;6;0;1;3;36;237;2905;;9;0;;;;;;1;1;0;287559;6;15949;13693
156;95054;2025-05-08 13:19:40;4;6;0;1;3;42;278;0;;9;0;;;;;Para la retención viene la muestra disturbada;1;1;1;287574;10;13159;13697
